Location,Price,Price per m2,Size M2,Rooms
"Warszawa, Śródmieście, Chmielna",1 049 000 zł,13 987 zł/m²,75 m²,3 pokoje
"Warszawa, Ochota, Pandy",1 201 200 zł,12 000 zł/m²,100.1 m²,3 pokoje
"Warszawa, Ochota, Pandy",954 600 zł,12 000 zł/m²,79.55 m²,3 pokoje
"Warszawa, Praga-Południe, OBAROWSKA 2",551 528 zł,14 680 zł/m²,37.57 m²,2 pokoje
"Warszawa, Praga-Południe, DYNOWSKA",952 868 zł,13 470 zł/m²,70.74 m²,3 pokoje
"Warszawa, Praga-Południe, PODOLSKA 4",739 988 zł,14 130 zł/m²,52.37 m²,2 pokoje
"Warszawa, Praga-Południe, al. Aleja Jerzego Waszyngtona",594 900 zł,12 394 zł/m²,48 m²,2 pokoje
"Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego",675 300 zł,12 501 zł/m²,54.02 m²,3 pokoje
"Warszawa, Mokotów, Służewiec",830 000 zł,17 106 zł/m²,48.52 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Północne",1 620 000 zł,15 592 zł/m²,103.9 m²,3 pokoje
"Warszawa, Ursynów, Oskara Sosnowskiego",885 000 zł,12 008 zł/m²,73.7 m²,4 pokoje
"Warszawa, Mokotów, Wolfganga Amadeusza Mozarta",580 000 zł,12 527 zł/m²,46.3 m²,2 pokoje
"Warszawa, Włochy, 1 Sierpnia",387 000 zł,12 900 zł/m²,30 m²,2 pokoje
"Warszawa, Ursus, Skorosze, Kolorowa",450 000 zł,8987 zł/m²,50.07 m²,2 pokoje
"Warszawa, Mokotów, Antoniego Józefa Madalińskiego",1 070 000 zł,13 660 zł/m²,78.33 m²,3 pokoje
"Warszawa, Praga-Południe, Gocław",429 000 zł,15 321 zł/m²,28 m²,1 pokój
"Warszawa, Śródmieście, Chłodna",676 236 zł,11 990 zł/m²,56.4 m²,3 pokoje
"Warszawa, Bielany",497 000 zł,10 247 zł/m²,48.5 m²,3 pokoje
"Warszawa, Mokotów, Służewiec, Wynalazek",1 149 000 zł,15 848 zł/m²,72.5 m²,3 pokoje
"Warszawa, Wesoła",1 350 000 zł,9441 zł/m²,143 m²,5 pokoi
"Warszawa, Targówek, Bródno",460 000 zł,9746 zł/m²,47.2 m²,2 pokoje
"Warszawa, Śródmieście",1 300 000 zł,17 333 zł/m²,75 m²,3 pokoje
"Warszawa, Bemowo, Lazurowa",600 000 zł,16 216 zł/m²,37 m²,2 pokoje
"Warszawa, Targówek, Krasnobrodzka",499 000 zł,9241 zł/m²,54 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, ul. Józefa Mehoffera",1 200 000 zł,11 396 zł/m²,105.3 m²,4 pokoje
"Warszawa, Włochy, Przerwana",658 000 zł,14 304 zł/m²,46 m²,2 pokoje
"Warszawa, Praga-Południe",422 900 zł,8998 zł/m²,47 m²,3 pokoje
"Warszawa, Wola, Młynarska",599 000 zł,11 980 zł/m²,50 m²,3 pokoje
"Warszawa, Bemowo, ul. Franciszka Kawy",669 000 zł,12 733 zł/m²,52.54 m²,2 pokoje
"Warszawa, Mokotów, Miączyńska",399 000 zł,14 353 zł/m²,27.8 m²,2 pokoje
"Warszawa, Mokotów",2 300 000 zł,14 375 zł/m²,160 m²,4 pokoje
"Warszawa, Bielany, Przy Agorze",488 000 zł,12 979 zł/m²,37.6 m²,2 pokoje
"Warszawa, Wilanów, Kazachska",1 090 000 zł,16 025 zł/m²,68.02 m²,3 pokoje
"Warszawa, Mokotów, Służewiec, Metro Służew",665 000 zł,13 971 zł/m²,47.6 m²,2 pokoje
"Warszawa, Wilanów, Al Rzeczypospolitej 33",730 000 zł,15 021 zł/m²,48.6 m²,2 pokoje
"Warszawa, Ochota, Stara Ochota",399 000 zł,14 301 zł/m²,27.9 m²,1 pokój
"Warszawa, Wola, ul. Jana Kazimierza",1 699 999 zł,17 472 zł/m²,97.3 m²,4 pokoje
"Warszawa, Ursynów, Imielin, Oskara Sosnowskiego",885 000 zł,12 008 zł/m²,73.7 m²,4 pokoje
"Warszawa, Białołęka, Odkryta",465 000 zł,10 641 zł/m²,43.7 m²,2 pokoje
"Warszawa, Praga-Południe",576 000 zł,12 000 zł/m²,48 m²,2 pokoje
"Warszawa, Targówek, Krasnobrodzka",499 000 zł,9073 zł/m²,55 m²,3 pokoje
"Warszawa, Ochota, Budki Szczęśliwickie",615 000 zł,16 011 zł/m²,38.41 m²,2 pokoje
"Warszawa, Mokotów, Jana Maklakiewicza",633 571 zł,12 999 zł/m²,48.74 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle",1 410 000 zł,19 054 zł/m²,74 m²,3 pokoje
"Warszawa, Ursus",820 000 zł,10 933 zł/m²,75 m²,3 pokoje
"Warszawa, Ursynów, ul. Puszczyka",685 000 zł,10 787 zł/m²,63.5 m²,4 pokoje
"Warszawa, Mokotów",520 000 zł,14 282 zł/m²,36.41 m²,1 pokój
"Warszawa, Ochota, Szczęśliwice",619 000 zł,13 142 zł/m²,47.1 m²,2 pokoje
"Warszawa, Bemowo, ul. Szeligowska",735 000 zł,9211 zł/m²,79.8 m²,4 pokoje
"Warszawa, Praga-Południe, Jana Nowaka-Jeziorańskiego",796 250 zł,16 250 zł/m²,49 m²,2 pokoje
"Warszawa, Praga-Południe, Gocław, Stanisława Mikołajczyka",715 000 zł,13 000 zł/m²,55 m²,2 pokoje
"Warszawa, Śródmieście",849 000 zł,17 327 zł/m²,49 m²,2 pokoje
"Warszawa, Mokotów, Dolny Mokotów",1 399 000 zł,17 488 zł/m²,80 m²,3 pokoje
"Warszawa, Śródmieście",790 000 zł,25 758 zł/m²,30.67 m²,1 pokój
"Warszawa, Wilanów, Herbu Janina",1 350 000 zł,15 169 zł/m²,89 m²,4 pokoje
"Warszawa, Wilanów, Syta",699 000 zł,9575 zł/m²,73 m²,3 pokoje
"Warszawa, Ursynów, Natolin, Lasek Brzozowy",550 000 zł,12 088 zł/m²,45.5 m²,2 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie",1 562 000 zł,17 071 zł/m²,91.5 m²,3 pokoje
"Warszawa, Wilanów, Sarmacka",3 099 000 zł,18 620 zł/m²,166.43 m²,6 pokoi
"Warszawa, Ursynów",860 000 zł,12 500 zł/m²,68.8 m²,3 pokoje
"Warszawa, Praga-Południe, Gocław, Polskich Skrzydeł",450 000 zł,10 817 zł/m²,41.6 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Północne",1 140 000 zł,19 032 zł/m²,59.9 m²,2 pokoje
"Warszawa, Mokotów, Racławicka",589 400 zł,14 000 zł/m²,42.1 m²,2 pokoje
"Warszawa, Bielany",630 000 zł,11 053 zł/m²,57 m²,3 pokoje
"Warszawa, Ochota, Szczęśliwicka",862 000 zł,13 879 zł/m²,62.11 m²,2 pokoje
"Warszawa, Śródmieście",1 197 000 zł,17 603 zł/m²,68 m²,4 pokoje
"Warszawa, Ursynów, Lasek Brzozowy",499 000 zł,10 232 zł/m²,48.77 m²,2 pokoje
"Warszawa, Ursynów, Marii Grzegorzewskiej",538 000 zł,11 398 zł/m²,47.2 m²,2 pokoje
"Warszawa, Ursynów",1 847 100 zł,23 500 zł/m²,78.6 m²,3 pokoje
"Warszawa, Ursynów, Kabaty",2 798 000 zł,11 192 zł/m²,250 m²,6 pokoi
"Warszawa, Mokotów",590 000 €,"5339,37 €/m²",110.5 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, ul. Modlińska 127",535 000 zł,9853 zł/m²,54.3 m²,3 pokoje
"Warszawa, Białołęka, ul. Odkryta",460 000 zł,10 407 zł/m²,44.2 m²,2 pokoje
"Warszawa, Mokotów, Miączyńska",815 000 zł,12 519 zł/m²,65.1 m²,4 pokoje
"Warszawa, Praga-Południe, Saska Kępa",419 000 zł,14 702 zł/m²,28.5 m²,1 pokój
"Warszawa, Ochota, Stara Ochota",710 000 zł,12 504 zł/m²,56.78 m²,2 pokoje
"Warszawa, Targówek",385 000 zł,10 132 zł/m²,38 m²,2 pokoje
"Warszawa, Bemowo, ul. Obrońców Tobruku",3 070 000 zł,19 260 zł/m²,159.4 m²,4 pokoje
"Warszawa, Wola, Wolska",525 000 zł,13 672 zł/m²,38.4 m²,2 pokoje
"Warszawa, Mokotów, Sielce",250 000 zł,14 286 zł/m²,17.5 m²,1 pokój
"Warszawa, Wilanów",1 599 000 zł,18 379 zł/m²,87 m²,3 pokoje
"Warszawa, Mokotów, Mariana Zdziechowskiego",2 051 000 zł,25 012 zł/m²,82 m²,4 pokoje
"Warszawa, Bielany, Stare Bielany",485 000 zł,13 020 zł/m²,37.25 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Plac Politechniki",2 000 000 zł,19 608 zł/m²,102 m²,5 pokoi
"Warszawa, Śródmieście, Emiliana Konopczyńskiego",1 140 000 zł,19 032 zł/m²,59.9 m²,2 pokoje
"Warszawa, Śródmieście, Piękna",1 059 000 zł,19 981 zł/m²,53 m²,2 pokoje
"Warszawa, Wilanów",469 000 zł,11 114 zł/m²,42.2 m²,2 pokoje
"Warszawa, Wola, Biała",2 800 000 zł,22 895 zł/m²,122.3 m²,5 pokoi
"Warszawa, Praga-Północ",550 000 zł,11 485 zł/m²,47.89 m²,3 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie",680 000 zł,12 143 zł/m²,56 m²,3 pokoje
"Warszawa, Praga-Południe, Grochów",535 000 zł,9554 zł/m²,56 m²,3 pokoje
"Warszawa, Wilanów",900 000 zł,14 085 zł/m²,63.9 m²,3 pokoje
"Warszawa, Ursynów, Jana Wasilkowskiego",895 000 zł,14 206 zł/m²,63 m²,3 pokoje
"Warszawa, Śródmieście, ul. Wspólna",899 000 zł,14 566 zł/m²,61.72 m²,3 pokoje
"Warszawa, Ochota, Rakowiec, Jankowska",525 000 zł,10 938 zł/m²,48 m²,3 pokoje
"Warszawa, Wola, Koło",364 000 zł,13 736 zł/m²,26.5 m²,1 pokój
"Warszawa, Mokotów, Górny Mokotów, Ludwika Narbutta",530 000 zł,16 188 zł/m²,32.74 m²,1 pokój
"Warszawa, Targówek, Janinówka",609 000 zł,10 741 zł/m²,56.7 m²,3 pokoje
"Warszawa, Wilanów",1 375 000 zł,15 449 zł/m²,89 m²,4 pokoje
"Warszawa, Ursynów",505 000 zł,11 099 zł/m²,45.5 m²,2 pokoje
"Warszawa, Rembertów, Nowy Rembertów, Kościuszkowców",459 000 zł,9563 zł/m²,48 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle",2 222 000 zł,22 907 zł/m²,97 m²,4 pokoje
"Warszawa, Praga-Południe, Boremlowska",620 000 zł,9888 zł/m²,62.7 m²,3 pokoje
"Warszawa, Ochota, Stara Ochota",740 000 zł,18 858 zł/m²,39.24 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle",1 064 400 zł,20 000 zł/m²,53.22 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin",421 850 zł,11 000 zł/m²,38.35 m²,2 pokoje
"Warszawa, Mokotów, ul. Stefana Bryły",530 000 zł,12 793 zł/m²,41.43 m²,2 pokoje
"Warszawa, Wilanów, Franciszka Klimczaka",8 409 800 zł,35 000 zł/m²,240.28 m²,5 pokoi
"Warszawa, Mokotów, Konstruktorska",1 085 040 zł,16 500 zł/m²,65.76 m²,3 pokoje
"Warszawa, Śródmieście, Powiśle, ul. Juliana Smulikowskiego",2 100 000 zł,21 999 zł/m²,95.46 m²,4 pokoje
"Warszawa, Ursynów, Kabaty, ul. Ksawerego Bronikowskiego",1 260 000 zł,14 824 zł/m²,85 m²,4 pokoje
"Warszawa, Bielany, Stare Bielany",699 000 zł,12 482 zł/m²,56 m²,3 pokoje
"Warszawa, Bemowo, Górczewska",849 000 zł,15 722 zł/m²,54 m²,3 pokoje
"Warszawa, Śródmieście, Tadeusza Boya-Żeleńskiego",999 000 zł,16 409 zł/m²,60.88 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Północne, Graniczna",488 000 zł,18 074 zł/m²,27 m²,2 pokoje
"Warszawa, Praga-Południe",649 000 zł,10 817 zł/m²,60 m²,3 pokoje
"Warszawa, Żoliborz, Gwiaździsta",1 779 000 zł,14 899 zł/m²,119.4 m²,5 pokoi
"Warszawa, Wilanów",830 000 zł,15 660 zł/m²,53 m²,2 pokoje
"Warszawa, Ursynów",650 000 zł,16 250 zł/m²,40 m²,2 pokoje
"Warszawa, Wola, Muranów, gen. Władysława Andersa",809 000 zł,12 446 zł/m²,65 m²,3 pokoje
"Warszawa, Mokotów, Podbipięty",999 000 zł,14 866 zł/m²,67.2 m²,3 pokoje
"Warszawa, Praga-Południe, Gocławek, Kirasjerów",474 000 zł,12 030 zł/m²,39.4 m²,1 pokój
"Warszawa, Wilanów",1 059 000 zł,15 806 zł/m²,67 m²,3 pokoje
"Warszawa, Praga-Północ",485 000 zł,10 319 zł/m²,47 m²,3 pokoje
"Warszawa, Śródmieście, Żelazna",620 000 zł,15 897 zł/m²,39 m²,2 pokoje
"Warszawa, Białołęka, Geodezyjna",650 000 zł,10 833 zł/m²,60 m²,3 pokoje
"Warszawa, Ochota",500 000 zł,16 129 zł/m²,31 m²,1 pokój
"Warszawa, Bielany, Biograficzna",520 000 zł,13 904 zł/m²,37.4 m²,2 pokoje
"Warszawa, Żoliborz",625 000 zł,9766 zł/m²,64 m²,3 pokoje
"Warszawa, Ursynów",747 600 zł,12 000 zł/m²,62.3 m²,3 pokoje
"Warszawa, Bielany, Piaski, Lucjana Rudnickiego",845 000 zł,11 000 zł/m²,76.82 m²,2 pokoje
"Warszawa, Mokotów, Służewiec, Jana Pawła Woronicza",2 135 700 zł,18 945 zł/m²,112.73 m²,4 pokoje
"Warszawa, Mokotów, ul. Wołoska",540 000 zł,16 364 zł/m²,33 m²,1 pokój
"Warszawa, Ursynów, Gawota",1 560 000 zł,10 675 zł/m²,146.14 m²,5 pokoi
"Warszawa, Praga-Południe, Grochów",359 000 zł,10 298 zł/m²,34.86 m²,1 pokój
"Warszawa, Bemowo, Łagowska",660 000 zł,11 018 zł/m²,59.9 m²,3 pokoje
"Warszawa, Mokotów, Kłobucka",925 000 zł,13 781 zł/m²,67.12 m²,3 pokoje
"Warszawa, Ursynów, Kłobucka",925 000 zł,13 781 zł/m²,67.12 m²,3 pokoje
"Warszawa, Bemowo, Rosy Bailly",297 000 zł,11 423 zł/m²,26 m²,1 pokój
"Warszawa, Wilanów, Herbu Janina",1 570 000 zł,18 690 zł/m²,84 m²,4 pokoje
"Warszawa, Żoliborz",625 000 zł,9766 zł/m²,64 m²,4 pokoje
"Warszawa, Białołęka, ul. Skarbka z Gór",459 000 zł,8345 zł/m²,55 m²,2 pokoje
"Warszawa, Ochota, Filtry, Nowowiejska",1 600 000 zł,17 582 zł/m²,91 m²,4 pokoje
"Warszawa, Mokotów, Czerniaków, Bernardyńska",550 000 zł,10 185 zł/m²,54 m²,3 pokoje
"Warszawa, Wola, Młynów",639 000 zł,12 408 zł/m²,51.5 m²,2 pokoje
"Warszawa, Mokotów, Sielce, Artura Grottgera",658 000 zł,14 887 zł/m²,44.2 m²,2 pokoje
"Warszawa, Wola, Górczewska",374 870 zł,9899 zł/m²,37.87 m²,2 pokoje
"Warszawa, Wola, Grzybowska",999 990 zł,21 218 zł/m²,47.13 m²,2 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie, ul. Przasnyska",599 999 zł,12 766 zł/m²,47 m²,3 pokoje
"Warszawa, Mokotów",6 500 000 zł,40 123 zł/m²,162 m²,3 pokoje
"Warszawa, Mokotów",6 500 000 zł,40 123 zł/m²,162 m²,3 pokoje
"Warszawa, Ursynów, Lasek Brzozowy",550 700 zł,12 103 zł/m²,45.5 m²,2 pokoje
"Warszawa, Ursynów, Xawerego Dunikowskiego",1 255 400 zł,15 310 zł/m²,82 m²,5 pokoi
"Warszawa, Śródmieście, Lądowa",2 158 300 zł,34 259 zł/m²,63 m²,2 pokoje
"Warszawa, Praga-Południe, Kamionek, Gocławska",799 000 zł,14 250 zł/m²,56.07 m²,3 pokoje
"Warszawa, Bielany, Zgrupowania AK Żmija",1 070 000 zł,9972 zł/m²,107.3 m²,5 pokoi
"Warszawa, Praga-Południe, Gocław, Stanisława Mikołajczyka",580 000 zł,10 923 zł/m²,53.1 m²,2 pokoje
"Warszawa, Bemowo",639 900 zł,10 490 zł/m²,61 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Atutowa",459 000 zł,9978 zł/m²,46 m²,2 pokoje
"Warszawa, Ursynów, al. Aleja Komisji Edukacji Narodowej",740 000 zł,11 878 zł/m²,62.3 m²,3 pokoje
"Warszawa, Mokotów",899 000 zł,16 587 zł/m²,54.2 m²,3 pokoje
"Warszawa, Śródmieście",1 600 000 zł,22 857 zł/m²,70 m²,3 pokoje
"Warszawa, Mokotów, ul. Obrzeżna",600 000 zł,15 682 zł/m²,38.26 m²,1 pokój
"Warszawa, Praga-Południe",690 000 zł,13 269 zł/m²,52 m²,2 pokoje
"Warszawa, Włochy, Pola Karolińskie",512 000 zł,15 496 zł/m²,33.04 m²,2 pokoje
"Warszawa, Ursynów, Zamiany",890 000 zł,11 125 zł/m²,80 m²,4 pokoje
"Warszawa, Ursynów, Związku Walki Młodych",508 400 zł,13 967 zł/m²,36.4 m²,2 pokoje
"Warszawa, Żoliborz",769 000 zł,14 932 zł/m²,51.5 m²,2 pokoje
"Warszawa, Żoliborz",1 313 000 zł,19 795 zł/m²,66.33 m²,2 pokoje
"Warszawa, Ursus, Franciszka Adolfa Achera",349 500 zł,14 685 zł/m²,23.8 m²,1 pokój
"Warszawa, Targówek, Wejherowska",990 000 zł,13 676 zł/m²,72.39 m²,3 pokoje
"Warszawa, Wilanów, Franciszka Klimczaka",1 590 000 zł,19 042 zł/m²,83.5 m²,4 pokoje
"Warszawa, Śródmieście, Chłodna",595 000 zł,15 535 zł/m²,38.3 m²,2 pokoje
"Warszawa, Wawer, Falenica, Ciepielowska",525 000 zł,10 479 zł/m²,50.1 m²,2 pokoje
"Warszawa, Ursynów, Pieskowa Skała",725 000 zł,15 548 zł/m²,46.63 m²,2 pokoje
"Warszawa, Wola, Jana Kazimierza",580 000 zł,16 667 zł/m²,34.8 m²,2 pokoje
"Warszawa, Praga-Południe, Liwiecka",1 464 500 zł,14 500 zł/m²,101 m²,3 pokoje
"Warszawa, Śródmieście, Powiśle, Elektryczna",7 300 000 zł,49 102 zł/m²,148.67 m²,3 pokoje
"Warszawa, Śródmieście, Powiśle, Elektryczna",5 685 000 zł,43 513 zł/m²,130.65 m²,3 pokoje
"Warszawa, Ursus",490 000 zł,10 426 zł/m²,47 m²,3 pokoje
"Warszawa, Targówek, Bródno, Ludwika Kondratowicza",499 000 zł,10 505 zł/m²,47.5 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle, Cecylii Śniegockiej",1 064 000 zł,19 992 zł/m²,53.22 m²,3 pokoje
"Warszawa, Białołęka",575 000 zł,9185 zł/m²,62.6 m²,2 pokoje
"Warszawa, Białołęka",990 000 zł,9900 zł/m²,100 m²,3 pokoje
"Warszawa, Mokotów, Nałęczowska 33",1 290 000 zł,17 432 zł/m²,74 m²,3 pokoje
"Warszawa, Wola, ul. Żelazna",640 000 zł,17 297 zł/m²,37 m²,2 pokoje
"Warszawa, Ursus, ul. Dzieci Warszawy 27B",845 000 zł,13 203 zł/m²,64 m²,3 pokoje
"Warszawa, Ursynów",860 000 zł,13 231 zł/m²,65 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, Pomorska",500 000 zł,10 194 zł/m²,49.05 m²,2 pokoje
"Warszawa, Centrum, Dunikowskiego",1 200 000 zł,16 954 zł/m²,70.78 m²,3 pokoje
"Warszawa, Targówek, Bródno, ul. Krasnobrodzka",550 000 zł,9804 zł/m²,56.1 m²,3 pokoje
"Warszawa, Ursynów, ul. Stokłosy",749 000 zł,8917 zł/m²,84 m²,5 pokoi
"Warszawa, Śródmieście, Wilcza",950 000 zł,16 693 zł/m²,56.91 m²,2 pokoje
"Warszawa, Białołęka",519 000 zł,10 485 zł/m²,49.5 m²,2 pokoje
"Warszawa, Ochota, Szczęśliwice, ul. Władysława Korotyńskiego",799 000 zł,11 222 zł/m²,71.2 m²,4 pokoje
"Warszawa, Wola, ul. Wolska",650 000 zł,12 500 zł/m²,52 m²,2 pokoje
"Warszawa, Wola, ul. Marcina Kasprzaka",900 000 zł,25 133 zł/m²,35.81 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Północne, Elektoralna",845 700 zł,18 898 zł/m²,44.75 m²,2 pokoje
"Warszawa, Bielany",949 000 zł,22 813 zł/m²,41.6 m²,2 pokoje
"Warszawa, Targówek, Zacisze",665 000 zł,10 294 zł/m²,64.6 m²,2 pokoje
"Warszawa, Białołęka",679 000 zł,10 194 zł/m²,66.61 m²,3 pokoje
"Warszawa, Bemowo",822 000 zł,11 793 zł/m²,69.7 m²,3 pokoje
"Warszawa, Praga-Północ, Nowa Praga, Czynszowa",489 000 zł,12 937 zł/m²,37.8 m²,2 pokoje
"Warszawa, Targówek, Zacisze, Bystra",850 000 zł,8042 zł/m²,105.7 m²,4 pokoje
"Warszawa, Praga-Południe, Kamionek, Lubelska",580 000 zł,13 272 zł/m²,43.7 m²,2 pokoje
"Warszawa, Bemowo, Batalionów Chłopskich",800 000 zł,12 698 zł/m²,63 m²,3 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Górnośląska",599 300 zł,15 981 zł/m²,37.5 m²,2 pokoje
"Warszawa, Bielany",365 000 zł,14 959 zł/m²,24.4 m²,1 pokój
"Warszawa, Ursynów, Na Uboczu",676 700 zł,10 758 zł/m²,62.9 m²,3 pokoje
"Warszawa, Śródmieście, Dzika",1 127 500 zł,15 445 zł/m²,73 m²,3 pokoje
"Warszawa, Mokotów, Bukowińska",929 500 zł,16 900 zł/m²,55 m²,2 pokoje
"Warszawa, Mokotów",619 000 zł,12 896 zł/m²,48 m²,3 pokoje
"Warszawa, Ursynów, Romualda Mielczarskiego",1 000 000 zł,13 889 zł/m²,72 m²,4 pokoje
"Warszawa, Mokotów",1 208 289 zł,19 401 zł/m²,62.28 m²,3 pokoje
"Warszawa, Białołęka, Nowodwory, Trąby",459 000 zł,10 408 zł/m²,44.1 m²,2 pokoje
"Warszawa, Białołęka, Skarbka z Gór",480 000 zł,8872 zł/m²,54.1 m²,2 pokoje
"Warszawa, Wawer, Zerzeń, Kwiatów Polskich",1 160 000 zł,8923 zł/m²,130 m²,4 pokoje
"Warszawa, Śródmieście, Rozbrat",3 700 000 zł,34 906 zł/m²,106 m²,3 pokoje
"Warszawa, Mokotów",530 000 zł,13 984 zł/m²,37.9 m²,1 pokój
"Warszawa, Mokotów, Biały Kamień",1 453 000 zł,24 503 zł/m²,59.3 m²,2 pokoje
"Warszawa, Mokotów, Czerniakowska",699 000 zł,12 052 zł/m²,58 m²,3 pokoje
"Warszawa, Wilanów, Herbu Janina",799 000 zł,14 527 zł/m²,55 m²,3 pokoje
"Warszawa, Bielany, ul. Wrzeciono",280 000 zł,16 000 zł/m²,17.5 m²,1 pokój
"Warszawa, Wola, Ulrychów, Jana Krysta",599 000 zł,15 359 zł/m²,39 m²,2 pokoje
"Warszawa, Wola, Nowolipki",660 000 zł,12 941 zł/m²,51 m²,2 pokoje
"Warszawa, Wola, Grabowska",560 000 zł,14 359 zł/m²,39 m²,1 pokój
"Warszawa, Ursus, Edwarda Habicha",429 999 zł,10 312 zł/m²,41.7 m²,2 pokoje
"Warszawa, Ochota",880 000 zł,17 923 zł/m²,49.1 m²,2 pokoje
"Warszawa, Praga-Południe, Grochowska",350 000 zł,11 038 zł/m²,31.71 m²,1 pokój
"Warszawa, Białołęka, Skarbka z Gór",710 000 zł,11 129 zł/m²,63.8 m²,3 pokoje
"Warszawa, Śródmieście, Wspólna",1 340 000 zł,20 840 zł/m²,64.3 m²,2 pokoje
"Warszawa, Ochota, Karola Dickensa",650 000 zł,13 078 zł/m²,49.7 m²,3 pokoje
"Warszawa, Ochota",1 350 000 zł,18 000 zł/m²,75 m²,4 pokoje
"Warszawa, Mokotów, Ksawerów",1 245 000 zł,15 962 zł/m²,78 m²,4 pokoje
"Warszawa, Wola",475 000 zł,12 148 zł/m²,39.1 m²,2 pokoje
"Warszawa, Targówek",660 000 zł,10 891 zł/m²,60.6 m²,3 pokoje
"Warszawa, Białołęka, ul. Aluzyjna",410 000 zł,9051 zł/m²,45.3 m²,2 pokoje
"Warszawa, Białołęka, Odkryta",465 000 zł,10 641 zł/m²,43.7 m²,2 pokoje
"Warszawa, Ochota, ul. Filtrowa",1 500 000 zł,17 084 zł/m²,87.8 m²,4 pokoje
"Warszawa, Bemowo",699 000 zł,15 045 zł/m²,46.46 m²,2 pokoje
"Warszawa, Śródmieście, Złota",630 000 zł,17 027 zł/m²,37 m²,2 pokoje
"Warszawa, Mokotów, Sadyba",999 000 zł,17 526 zł/m²,57 m²,2 pokoje
"Warszawa, Ursus, Posag 7 Panien",500 000 zł,11 497 zł/m²,43.49 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, al. Aleja Stanów Zjednoczonych",635 000 zł,11 193 zł/m²,56.73 m²,2 pokoje
"Warszawa, Ochota, Grójecka",1 260 000 zł,15 750 zł/m²,80 m²,3 pokoje
"Warszawa, Białołęka, Żerań",670 000 zł,10 618 zł/m²,63.1 m²,3 pokoje
"Warszawa, Centrum, Foksal",1 190 000 zł,13 757 zł/m²,86.5 m²,3 pokoje
"Warszawa, Śródmieście",1 800 000 zł,29 508 zł/m²,61 m²,2 pokoje
"Warszawa, Wola",730 000 zł,11 845 zł/m²,61.63 m²,3 pokoje
"Warszawa, Bielany, Piaski",750 000 zł,14 151 zł/m²,53 m²,3 pokoje
"Warszawa, Wola, Młynów, Sokołowska",1 200 000 zł,12 903 zł/m²,93 m²,4 pokoje
"Warszawa, Praga-Południe, Saska Kępa",570 000 zł,12 955 zł/m²,44 m²,2 pokoje
"Warszawa, Bielany, Piaski, ul. Romaszewskiego",360 000 zł,15 000 zł/m²,24 m²,1 pokój
"Warszawa, Ochota, Szczęśliwice",449 000 zł,13 206 zł/m²,34 m²,2 pokoje
"Warszawa, Praga-Południe, Komorska",567 000 zł,8974 zł/m²,63.18 m²,3 pokoje
"Warszawa, Bemowo, ul. Oławska",650 000 zł,15 854 zł/m²,41 m²,2 pokoje
"Warszawa, Praga-Południe",950 000 zł,15 633 zł/m²,60.77 m²,3 pokoje
"Warszawa, Wola",289 900 zł,13 772 zł/m²,21.05 m²,1 pokój
"Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",1 100 000 zł,19 643 zł/m²,56 m²,3 pokoje
"Warszawa, Praga-Południe, ul. gen. Stanisława Skalskiego",676 400 zł,15 303 zł/m²,44.2 m²,2 pokoje
"Warszawa, Mokotów, Górny Mokotów, ul. Wynalazek",1 160 000 zł,17 887 zł/m²,64.85 m²,4 pokoje
"Warszawa, Śródmieście",750 000 zł,19 737 zł/m²,38 m²,2 pokoje
"Warszawa, Mokotów, Łagodna",1 800 000 zł,18 828 zł/m²,95.6 m²,3 pokoje
"Warszawa, Mokotów, Sielce, Zbyszka Cybulskiego",2 399 000 zł,21 268 zł/m²,112.8 m²,3 pokoje
"Warszawa, Śródmieście, Nowe Miasto, Brzozowa",2 050 000 zł,25 917 zł/m²,79.1 m²,3 pokoje
"Warszawa, Żoliborz, Gwiaździsta",4 300 000 zł,15 867 zł/m²,271 m²,5 pokoi
"Warszawa, Ochota, Władysława Korotyńskiego",565 000 zł,11 460 zł/m²,49.3 m²,3 pokoje
"Warszawa, Praga-Południe, Grochów, Cyrklowa",549 000 zł,9804 zł/m²,56 m²,4 pokoje
